E4:D3:32,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
14:75:90,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
3C:46:D8,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
50:BD:5F,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
F4:F2:6D,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
F0:F3:36,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
5C:89:9A,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
80:89:17,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
BC:46:99,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
EC:08:6B,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
18:A6:F7,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
24:69:68,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
50:FA:84,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
F4:83:CD,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
88:25:93,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
FC:D7:33,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
44:B3:2D,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
DC:00:77,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
A4:2B:B0,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
EC:26:CA,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
1C:44:19,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
40:3F:8C,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
30:B4:9E,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2016/01/25
08:1F:71,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2016/01/25
98:DE:D0,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2016/01/25
30:FC:68,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2016/01/25
C0:E4:2D,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2016/04/27
18:D6:C7,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2016/04/27
8C:A6:DF,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2016/04/27
84:16:F9,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2016/04/27
C0:25:E9,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2016/07/14
D4:6E:0E,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2016/07/14
28:EE:52,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2016/07/14
B0:95:8E,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2016/07/14
70:4F:57,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2016/10/30
B8:F8:83,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2016/10/30
DC:FE:18,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2016/10/30
34:96:72,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2016/10/30
B0:4E:26,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2017/02/21
20:6B:E7,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2017/02/21
